time,station_id,Water_Level_LAT,Water_Level_OD_Malin,QC_Flag
UTC,,metres,metres,
2022-02-23T22:50:00Z,Aranmore Island - Leabgarrow,3.614,1.411,0
2022-02-23T22:55:00Z,Aranmore Island - Leabgarrow,3.387,1.184,0
2022-02-23T23:00:00Z,Aranmore Island - Leabgarrow,3.369,1.166,0
2022-02-23T23:05:00Z,Aranmore Island - Leabgarrow,3.343,1.14,0
2022-02-23T23:10:00Z,Aranmore Island - Leabgarrow,3.395,1.192,0
2022-02-23T23:15:00Z,Aranmore Island - Leabgarrow,3.477,1.274,0
2022-02-23T23:20:00Z,Aranmore Island - Leabgarrow,3.317,1.114,0
2022-02-23T23:25:00Z,Aranmore Island - Leabgarrow,3.364,1.161,0
2022-02-23T23:30:00Z,Aranmore Island - Leabgarrow,3.509,1.306,0
2022-02-23T23:35:00Z,Aranmore Island - Leabgarrow,3.509,1.306,0
2022-02-23T23:40:00Z,Aranmore Island - Leabgarrow,3.154,0.951,0
2022-02-23T23:45:00Z,Aranmore Island - Leabgarrow,3.155,0.952,0
2022-02-23T23:50:00Z,Aranmore Island - Leabgarrow,3.315,1.112,0
2022-02-23T23:55:00Z,Aranmore Island - Leabgarrow,3.397,1.194,0
2022-02-24T00:00:00Z,Aranmore Island - Leabgarrow,3.026,0.823,0
2022-02-24T00:05:00Z,Aranmore Island - Leabgarrow,3.114,0.911,0
2022-02-24T00:10:00Z,Aranmore Island - Leabgarrow,3.19,0.987,0
2022-02-24T00:15:00Z,Aranmore Island - Leabgarrow,2.973,0.77,0
2022-02-24T00:20:00Z,Aranmore Island - Leabgarrow,3.132,0.929,0
2022-02-24T00:25:00Z,Aranmore Island - Leabgarrow,3.147,0.944,0
2022-02-24T00:30:00Z,Aranmore Island - Leabgarrow,3.199,0.996,0
2022-02-24T00:35:00Z,Aranmore Island - Leabgarrow,3.031,0.828,0
2022-02-24T00:40:00Z,Aranmore Island - Leabgarrow,3.098,0.895,0
2022-02-24T00:45:00Z,Aranmore Island - Leabgarrow,3.099,0.896,0
2022-02-24T00:50:00Z,Aranmore Island - Leabgarrow,2.886,0.683,0
2022-02-24T00:55:00Z,Aranmore Island - Leabgarrow,2.8,0.597,0
2022-02-24T01:00:00Z,Aranmore Island - Leabgarrow,2.569,0.366,0
2022-02-24T01:05:00Z,Aranmore Island - Leabgarrow,2.43,0.227,0
2022-02-24T01:10:00Z,Aranmore Island - Leabgarrow,2.345,0.142,0
2022-02-24T01:15:00Z,Aranmore Island - Leabgarrow,2.654,0.451,0
2022-02-24T01:20:00Z,Aranmore Island - Leabgarrow,2.301,0.098,0
2022-02-24T01:25:00Z,Aranmore Island - Leabgarrow,2.505,0.302,0
2022-02-24T01:30:00Z,Aranmore Island - Leabgarrow,2.458,0.255,0
2022-02-24T01:35:00Z,Aranmore Island - Leabgarrow,2.514,0.311,0
2022-02-24T01:40:00Z,Aranmore Island - Leabgarrow,2.4,0.197,0
2022-02-24T01:45:00Z,Aranmore Island - Leabgarrow,2.398,0.195,0
2022-02-24T01:50:00Z,Aranmore Island - Leabgarrow,2.256,0.053,0
2022-02-24T01:55:00Z,Aranmore Island - Leabgarrow,2.303,0.1,0
2022-02-24T02:00:00Z,Aranmore Island - Leabgarrow,2.159,-0.044,0
2022-02-24T02:05:00Z,Aranmore Island - Leabgarrow,1.805,-0.398,0
2022-02-24T02:10:00Z,Aranmore Island - Leabgarrow,2.34,0.137,0
2022-02-24T02:15:00Z,Aranmore Island - Leabgarrow,2.235,0.032,0
2022-02-24T02:20:00Z,Aranmore Island - Leabgarrow,1.889,-0.314,0
2022-02-24T02:25:00Z,Aranmore Island - Leabgarrow,2.077,-0.126,0
2022-02-24T02:30:00Z,Aranmore Island - Leabgarrow,1.371,-0.832,0
2022-02-24T02:35:00Z,Aranmore Island - Leabgarrow,1.441,-0.762,0
2022-02-24T02:40:00Z,Aranmore Island - Leabgarrow,1.64,-0.563,0
2022-02-24T02:45:00Z,Aranmore Island - Leabgarrow,1.782,-0.421,0
2022-02-24T02:50:00Z,Aranmore Island - Leabgarrow,1.683,-0.52,0
2022-02-24T02:55:00Z,Aranmore Island - Leabgarrow,1.81,-0.393,0
2022-02-24T03:00:00Z,Aranmore Island - Leabgarrow,1.768,-0.435,0
2022-02-24T03:05:00Z,Aranmore Island - Leabgarrow,1.962,-0.241,0
2022-02-24T03:10:00Z,Aranmore Island - Leabgarrow,1.468,-0.735,0
2022-02-24T03:15:00Z,Aranmore Island - Leabgarrow,1.194,-1.009,0
2022-02-24T03:20:00Z,Aranmore Island - Leabgarrow,1.62,-0.583,0
2022-02-24T03:25:00Z,Aranmore Island - Leabgarrow,1.648,-0.555,0
2022-02-24T03:30:00Z,Aranmore Island - Leabgarrow,1.682,-0.521,0
2022-02-24T03:35:00Z,Aranmore Island - Leabgarrow,1.645,-0.558,0
2022-02-24T03:40:00Z,Aranmore Island - Leabgarrow,1.347,-0.856,0
2022-02-24T03:45:00Z,Aranmore Island - Leabgarrow,1.306,-0.897,0
2022-02-24T03:50:00Z,Aranmore Island - Leabgarrow,1.354,-0.849,0
2022-02-24T03:55:00Z,Aranmore Island - Leabgarrow,1.409,-0.794,0
2022-02-24T04:00:00Z,Aranmore Island - Leabgarrow,1.616,-0.587,0
2022-02-24T04:05:00Z,Aranmore Island - Leabgarrow,1.234,-0.969,0
2022-02-24T04:10:00Z,Aranmore Island - Leabgarrow,1.546,-0.657,0
2022-02-24T04:15:00Z,Aranmore Island - Leabgarrow,1.422,-0.781,0
2022-02-24T04:20:00Z,Aranmore Island - Leabgarrow,1.221,-0.982,0
2022-02-24T04:25:00Z,Aranmore Island - Leabgarrow,1.497,-0.706,0
2022-02-24T04:30:00Z,Aranmore Island - Leabgarrow,1.158,-1.045,0
2022-02-24T04:35:00Z,Aranmore Island - Leabgarrow,1.45,-0.753,0
2022-02-24T04:40:00Z,Aranmore Island - Leabgarrow,1.387,-0.816,0
2022-02-24T04:45:00Z,Aranmore Island - Leabgarrow,1.294,-0.909,0
2022-02-24T04:50:00Z,Aranmore Island - Leabgarrow,1.245,-0.958,0
2022-02-24T04:55:00Z,Aranmore Island - Leabgarrow,1.569,-0.634,0
2022-02-24T05:00:00Z,Aranmore Island - Leabgarrow,1.566,-0.637,0
2022-02-24T05:05:00Z,Aranmore Island - Leabgarrow,1.314,-0.889,0
2022-02-24T05:10:00Z,Aranmore Island - Leabgarrow,1.509,-0.694,0
2022-02-24T05:15:00Z,Aranmore Island - Leabgarrow,1.434,-0.769,0
2022-02-24T05:20:00Z,Aranmore Island - Leabgarrow,1.657,-0.546,0
2022-02-24T05:25:00Z,Aranmore Island - Leabgarrow,1.594,-0.609,0
2022-02-24T05:30:00Z,Aranmore Island - Leabgarrow,1.514,-0.689,0
2022-02-24T05:35:00Z,Aranmore Island - Leabgarrow,1.323,-0.88,0
2022-02-24T05:40:00Z,Aranmore Island - Leabgarrow,1.576,-0.627,0
2022-02-24T05:45:00Z,Aranmore Island - Leabgarrow,1.321,-0.882,0
2022-02-24T05:50:00Z,Aranmore Island - Leabgarrow,1.32,-0.883,0
2022-02-24T05:55:00Z,Aranmore Island - Leabgarrow,1.689,-0.514,0
2022-02-24T06:00:00Z,Aranmore Island - Leabgarrow,1.277,-0.926,0
2022-02-24T06:05:00Z,Aranmore Island - Leabgarrow,1.392,-0.811,0
2022-02-24T06:10:00Z,Aranmore Island - Leabgarrow,1.766,-0.437,0
2022-02-24T06:15:00Z,Aranmore Island - Leabgarrow,1.786,-0.417,0
2022-02-24T06:20:00Z,Aranmore Island - Leabgarrow,1.907,-0.296,0
2022-02-24T06:25:00Z,Aranmore Island - Leabgarrow,1.977,-0.226,0
2022-02-24T06:30:00Z,Aranmore Island - Leabgarrow,1.52,-0.683,0
2022-02-24T06:35:00Z,Aranmore Island - Leabgarrow,1.713,-0.49,0
2022-02-24T06:40:00Z,Aranmore Island - Leabgarrow,1.81,-0.393,0
2022-02-24T06:45:00Z,Aranmore Island - Leabgarrow,2.165,-0.038,0
2022-02-24T06:50:00Z,Aranmore Island - Leabgarrow,1.714,-0.489,0
2022-02-24T06:55:00Z,Aranmore Island - Leabgarrow,2.098,-0.105,0
2022-02-24T07:00:00Z,Aranmore Island - Leabgarrow,2.073,-0.13,0
2022-02-24T07:05:00Z,Aranmore Island - Leabgarrow,1.733,-0.47,0
2022-02-24T07:10:00Z,Aranmore Island - Leabgarrow,1.647,-0.556,0
2022-02-24T07:15:00Z,Aranmore Island - Leabgarrow,2.024,-0.179,0
2022-02-24T07:20:00Z,Aranmore Island - Leabgarrow,2.209,0.006,0
2022-02-24T07:25:00Z,Aranmore Island - Leabgarrow,2.166,-0.037,0
2022-02-24T07:30:00Z,Aranmore Island - Leabgarrow,2.305,0.102,0
2022-02-24T07:35:00Z,Aranmore Island - Leabgarrow,2.304,0.101,0
2022-02-24T07:40:00Z,Aranmore Island - Leabgarrow,2.135,-0.068,0
2022-02-24T07:45:00Z,Aranmore Island - Leabgarrow,2.37,0.167,0
2022-02-24T07:50:00Z,Aranmore Island - Leabgarrow,2.294,0.091,0
2022-02-24T07:55:00Z,Aranmore Island - Leabgarrow,2.292,0.089,0
2022-02-24T08:00:00Z,Aranmore Island - Leabgarrow,1.995,-0.208,0
2022-02-24T08:05:00Z,Aranmore Island - Leabgarrow,2.637,0.434,0
2022-02-24T08:10:00Z,Aranmore Island - Leabgarrow,2.416,0.213,0
2022-02-24T08:15:00Z,Aranmore Island - Leabgarrow,2.416,0.213,0
2022-02-24T08:20:00Z,Aranmore Island - Leabgarrow,2.458,0.255,0
2022-02-24T08:25:00Z,Aranmore Island - Leabgarrow,2.437,0.234,0
2022-02-24T08:30:00Z,Aranmore Island - Leabgarrow,2.634,0.431,0
2022-02-24T08:35:00Z,Aranmore Island - Leabgarrow,2.47,0.267,0
2022-02-24T08:40:00Z,Aranmore Island - Leabgarrow,2.73,0.527,0
2022-02-24T08:45:00Z,Aranmore Island - Leabgarrow,2.609,0.406,0
2022-02-24T08:50:00Z,Aranmore Island - Leabgarrow,2.678,0.475,0
2022-02-24T08:55:00Z,Aranmore Island - Leabgarrow,2.41,0.207,0
2022-02-24T09:00:00Z,Aranmore Island - Leabgarrow,2.857,0.654,0
2022-02-24T09:05:00Z,Aranmore Island - Leabgarrow,2.981,0.778,0
2022-02-24T09:10:00Z,Aranmore Island - Leabgarrow,3.055,0.852,0
2022-02-24T09:15:00Z,Aranmore Island - Leabgarrow,3.028,0.825,0
2022-02-24T09:20:00Z,Aranmore Island - Leabgarrow,2.885,0.682,0
2022-02-24T09:25:00Z,Aranmore Island - Leabgarrow,2.887,0.684,0
2022-02-24T09:30:00Z,Aranmore Island - Leabgarrow,2.872,0.669,0
2022-02-24T09:35:00Z,Aranmore Island - Leabgarrow,3.143,0.94,0
2022-02-24T09:40:00Z,Aranmore Island - Leabgarrow,2.964,0.761,0
2022-02-24T09:45:00Z,Aranmore Island - Leabgarrow,3.132,0.929,0
2022-02-24T09:50:00Z,Aranmore Island - Leabgarrow,3.21,1.007,0
2022-02-24T09:55:00Z,Aranmore Island - Leabgarrow,2.912,0.709,0
2022-02-24T10:00:00Z,Aranmore Island - Leabgarrow,2.997,0.794,0
2022-02-24T10:05:00Z,Aranmore Island - Leabgarrow,3.3,1.097,0
2022-02-24T10:10:00Z,Aranmore Island - Leabgarrow,3.082,0.879,0
2022-02-24T10:15:00Z,Aranmore Island - Leabgarrow,3.007,0.804,0
2022-02-24T10:20:00Z,Aranmore Island - Leabgarrow,3.326,1.123,0
2022-02-24T10:25:00Z,Aranmore Island - Leabgarrow,3.217,1.014,0
2022-02-24T10:30:00Z,Aranmore Island - Leabgarrow,3.334,1.131,0
2022-02-24T10:35:00Z,Aranmore Island - Leabgarrow,3.285,1.082,0
2022-02-24T10:40:00Z,Aranmore Island - Leabgarrow,3.174,0.971,0
2022-02-24T10:45:00Z,Aranmore Island - Leabgarrow,3.336,1.133,0
2022-02-24T10:50:00Z,Aranmore Island - Leabgarrow,3.442,1.239,0
2022-02-24T10:55:00Z,Aranmore Island - Leabgarrow,3.435,1.232,0
2022-02-24T11:00:00Z,Aranmore Island - Leabgarrow,3.494,1.291,0
2022-02-24T11:05:00Z,Aranmore Island - Leabgarrow,3.338,1.135,0
2022-02-24T11:10:00Z,Aranmore Island - Leabgarrow,3.565,1.362,0
2022-02-24T11:15:00Z,Aranmore Island - Leabgarrow,3.32,1.117,0
2022-02-24T11:20:00Z,Aranmore Island - Leabgarrow,3.368,1.165,0
2022-02-24T11:25:00Z,Aranmore Island - Leabgarrow,3.522,1.319,0
2022-02-24T11:30:00Z,Aranmore Island - Leabgarrow,3.134,0.931,0
2022-02-24T11:35:00Z,Aranmore Island - Leabgarrow,3.148,0.945,0
2022-02-24T11:40:00Z,Aranmore Island - Leabgarrow,3.389,1.186,0
2022-02-24T11:45:00Z,Aranmore Island - Leabgarrow,3.392,1.189,0
2022-02-24T11:50:00Z,Aranmore Island - Leabgarrow,3.144,0.941,0
2022-02-24T11:55:00Z,Aranmore Island - Leabgarrow,3.147,0.944,0
2022-02-24T12:00:00Z,Aranmore Island - Leabgarrow,3.517,1.314,0
2022-02-24T12:05:00Z,Aranmore Island - Leabgarrow,3.176,0.973,0
2022-02-24T12:10:00Z,Aranmore Island - Leabgarrow,3.339,1.136,0
2022-02-24T12:15:00Z,Aranmore Island - Leabgarrow,3.552,1.349,0
2022-02-24T12:20:00Z,Aranmore Island - Leabgarrow,3.377,1.174,0
2022-02-24T12:25:00Z,Aranmore Island - Leabgarrow,3.305,1.102,0
2022-02-24T12:30:00Z,Aranmore Island - Leabgarrow,3.063,0.86,0
2022-02-24T12:35:00Z,Aranmore Island - Leabgarrow,3.237,1.034,0
2022-02-24T12:40:00Z,Aranmore Island - Leabgarrow,3.227,1.024,0
2022-02-24T12:45:00Z,Aranmore Island - Leabgarrow,2.866,0.663,0
2022-02-24T12:50:00Z,Aranmore Island - Leabgarrow,3.083,0.88,0
2022-02-24T12:55:00Z,Aranmore Island - Leabgarrow,3.14,0.937,0
2022-02-24T13:00:00Z,Aranmore Island - Leabgarrow,2.82,0.617,0
2022-02-24T13:05:00Z,Aranmore Island - Leabgarrow,3.071,0.868,0
2022-02-24T13:10:00Z,Aranmore Island - Leabgarrow,2.931,0.728,0
2022-02-24T13:15:00Z,Aranmore Island - Leabgarrow,3.044,0.841,0
2022-02-24T13:20:00Z,Aranmore Island - Leabgarrow,2.796,0.593,0
2022-02-24T13:25:00Z,Aranmore Island - Leabgarrow,2.805,0.602,0
2022-02-24T13:30:00Z,Aranmore Island - Leabgarrow,2.82,0.617,0
2022-02-24T13:35:00Z,Aranmore Island - Leabgarrow,2.718,0.515,0
2022-02-24T13:40:00Z,Aranmore Island - Leabgarrow,2.697,0.494,0
2022-02-24T13:45:00Z,Aranmore Island - Leabgarrow,2.743,0.54,0
2022-02-24T13:50:00Z,Aranmore Island - Leabgarrow,2.434,0.231,0
2022-02-24T13:55:00Z,Aranmore Island - Leabgarrow,2.562,0.359,0
2022-02-24T14:00:00Z,Aranmore Island - Leabgarrow,2.579,0.376,0
2022-02-24T14:05:00Z,Aranmore Island - Leabgarrow,2.419,0.216,0
2022-02-24T14:10:00Z,Aranmore Island - Leabgarrow,2.421,0.218,0
2022-02-24T14:15:00Z,Aranmore Island - Leabgarrow,2.405,0.202,0
2022-02-24T14:20:00Z,Aranmore Island - Leabgarrow,2.594,0.391,0
2022-02-24T14:25:00Z,Aranmore Island - Leabgarrow,2.478,0.275,0
2022-02-24T14:30:00Z,Aranmore Island - Leabgarrow,2.567,0.364,0
2022-02-24T14:35:00Z,Aranmore Island - Leabgarrow,2.369,0.166,0
2022-02-24T14:40:00Z,Aranmore Island - Leabgarrow,2.352,0.149,0
2022-02-24T14:45:00Z,Aranmore Island - Leabgarrow,2.277,0.074,0
2022-02-24T14:50:00Z,Aranmore Island - Leabgarrow,2.484,0.281,0
2022-02-24T14:55:00Z,Aranmore Island - Leabgarrow,2.242,0.039,0
2022-02-24T15:00:00Z,Aranmore Island - Leabgarrow,2.568,0.365,0
2022-02-24T15:05:00Z,Aranmore Island - Leabgarrow,2.273,0.07,0
2022-02-24T15:10:00Z,Aranmore Island - Leabgarrow,2.168,-0.035,0
2022-02-24T15:15:00Z,Aranmore Island - Leabgarrow,2.043,-0.16,0
2022-02-24T15:20:00Z,Aranmore Island - Leabgarrow,1.858,-0.345,0
2022-02-24T15:25:00Z,Aranmore Island - Leabgarrow,1.692,-0.511,0
2022-02-24T15:30:00Z,Aranmore Island - Leabgarrow,1.955,-0.248,0
2022-02-24T15:35:00Z,Aranmore Island - Leabgarrow,1.792,-0.411,0
2022-02-24T15:40:00Z,Aranmore Island - Leabgarrow,1.966,-0.237,0
2022-02-24T15:45:00Z,Aranmore Island - Leabgarrow,1.963,-0.24,0
2022-02-24T15:50:00Z,Aranmore Island - Leabgarrow,1.928,-0.275,0
2022-02-24T15:55:00Z,Aranmore Island - Leabgarrow,1.935,-0.268,0
2022-02-24T16:00:00Z,Aranmore Island - Leabgarrow,1.822,-0.381,0
2022-02-24T16:05:00Z,Aranmore Island - Leabgarrow,1.67,-0.533,0
2022-02-24T16:10:00Z,Aranmore Island - Leabgarrow,1.713,-0.49,0
2022-02-24T16:15:00Z,Aranmore Island - Leabgarrow,1.853,-0.35,0
2022-02-24T16:20:00Z,Aranmore Island - Leabgarrow,1.665,-0.538,0
2022-02-24T16:25:00Z,Aranmore Island - Leabgarrow,1.775,-0.428,0
2022-02-24T16:30:00Z,Aranmore Island - Leabgarrow,1.539,-0.664,0
2022-02-24T16:35:00Z,Aranmore Island - Leabgarrow,1.584,-0.619,0
2022-02-24T16:40:00Z,Aranmore Island - Leabgarrow,1.508,-0.695,0
2022-02-24T16:45:00Z,Aranmore Island - Leabgarrow,1.506,-0.697,0
2022-02-24T16:50:00Z,Aranmore Island - Leabgarrow,1.44,-0.763,0
2022-02-24T16:55:00Z,Aranmore Island - Leabgarrow,1.241,-0.962,0
2022-02-24T17:00:00Z,Aranmore Island - Leabgarrow,1.411,-0.792,0
2022-02-24T17:05:00Z,Aranmore Island - Leabgarrow,1.472,-0.731,0
2022-02-24T17:10:00Z,Aranmore Island - Leabgarrow,1.611,-0.592,0
2022-02-24T17:15:00Z,Aranmore Island - Leabgarrow,1.464,-0.739,0
2022-02-24T17:20:00Z,Aranmore Island - Leabgarrow,1.587,-0.616,0
2022-02-24T17:25:00Z,Aranmore Island - Leabgarrow,1.528,-0.675,0
2022-02-24T17:30:00Z,Aranmore Island - Leabgarrow,1.393,-0.81,0
2022-02-24T17:35:00Z,Aranmore Island - Leabgarrow,1.579,-0.624,0
2022-02-24T17:40:00Z,Aranmore Island - Leabgarrow,1.417,-0.786,0
2022-02-24T17:45:00Z,Aranmore Island - Leabgarrow,1.568,-0.635,0
2022-02-24T17:50:00Z,Aranmore Island - Leabgarrow,1.567,-0.636,0
2022-02-24T17:55:00Z,Aranmore Island - Leabgarrow,1.625,-0.578,0
2022-02-24T18:00:00Z,Aranmore Island - Leabgarrow,1.497,-0.706,0
2022-02-24T18:05:00Z,Aranmore Island - Leabgarrow,1.471,-0.732,0
2022-02-24T18:10:00Z,Aranmore Island - Leabgarrow,1.53,-0.673,0
2022-02-24T18:15:00Z,Aranmore Island - Leabgarrow,1.451,-0.752,0
2022-02-24T18:20:00Z,Aranmore Island - Leabgarrow,1.597,-0.606,0
2022-02-24T18:25:00Z,Aranmore Island - Leabgarrow,1.436,-0.767,0
2022-02-24T18:30:00Z,Aranmore Island - Leabgarrow,1.433,-0.77,0
2022-02-24T18:35:00Z,Aranmore Island - Leabgarrow,1.473,-0.73,0
2022-02-24T18:40:00Z,Aranmore Island - Leabgarrow,1.394,-0.809,0
2022-02-24T18:45:00Z,Aranmore Island - Leabgarrow,1.618,-0.585,0
2022-02-24T18:50:00Z,Aranmore Island - Leabgarrow,1.593,-0.61,0
2022-02-24T18:55:00Z,Aranmore Island - Leabgarrow,1.694,-0.509,0
2022-02-24T19:00:00Z,Aranmore Island - Leabgarrow,1.536,-0.667,0
2022-02-24T19:05:00Z,Aranmore Island - Leabgarrow,1.48,-0.723,0
2022-02-24T19:10:00Z,Aranmore Island - Leabgarrow,1.706,-0.497,0
2022-02-24T19:15:00Z,Aranmore Island - Leabgarrow,1.704,-0.499,0
2022-02-24T19:20:00Z,Aranmore Island - Leabgarrow,1.758,-0.445,0
2022-02-24T19:25:00Z,Aranmore Island - Leabgarrow,1.748,-0.455,0
2022-02-24T19:30:00Z,Aranmore Island - Leabgarrow,1.754,-0.449,0
2022-02-24T19:35:00Z,Aranmore Island - Leabgarrow,1.822,-0.381,0
2022-02-24T19:40:00Z,Aranmore Island - Leabgarrow,1.862,-0.341,0
2022-02-24T19:45:00Z,Aranmore Island - Leabgarrow,1.72,-0.483,0
2022-02-24T19:50:00Z,Aranmore Island - Leabgarrow,1.945,-0.258,0
2022-02-24T19:55:00Z,Aranmore Island - Leabgarrow,1.841,-0.362,0
2022-02-24T20:00:00Z,Aranmore Island - Leabgarrow,1.813,-0.39,0
2022-02-24T20:05:00Z,Aranmore Island - Leabgarrow,1.886,-0.317,0
2022-02-24T20:10:00Z,Aranmore Island - Leabgarrow,1.735,-0.468,0
2022-02-24T20:15:00Z,Aranmore Island - Leabgarrow,2.056,-0.147,0
2022-02-24T20:20:00Z,Aranmore Island - Leabgarrow,1.934,-0.269,0
2022-02-24T20:25:00Z,Aranmore Island - Leabgarrow,1.963,-0.24,0
2022-02-24T20:30:00Z,Aranmore Island - Leabgarrow,1.949,-0.254,0
2022-02-24T20:35:00Z,Aranmore Island - Leabgarrow,1.931,-0.272,0
2022-02-24T20:40:00Z,Aranmore Island - Leabgarrow,2.005,-0.198,0
2022-02-24T20:45:00Z,Aranmore Island - Leabgarrow,2.029,-0.174,0
2022-02-24T20:50:00Z,Aranmore Island - Leabgarrow,1.931,-0.272,0
2022-02-24T20:55:00Z,Aranmore Island - Leabgarrow,2.033,-0.17,0
2022-02-24T21:00:00Z,Aranmore Island - Leabgarrow,2.198,-0.005,0
2022-02-24T21:05:00Z,Aranmore Island - Leabgarrow,2.27,0.067,0
2022-02-24T21:10:00Z,Aranmore Island - Leabgarrow,2.474,0.271,0
2022-02-24T21:15:00Z,Aranmore Island - Leabgarrow,2.188,-0.015,0
2022-02-24T21:20:00Z,Aranmore Island - Leabgarrow,2.375,0.172,0
2022-02-24T21:25:00Z,Aranmore Island - Leabgarrow,2.424,0.221,0
2022-02-24T21:30:00Z,Aranmore Island - Leabgarrow,2.616,0.413,0
2022-02-24T21:35:00Z,Aranmore Island - Leabgarrow,2.399,0.196,0
2022-02-24T21:40:00Z,Aranmore Island - Leabgarrow,2.509,0.306,0
2022-02-24T21:45:00Z,Aranmore Island - Leabgarrow,2.233,0.03,0
2022-02-24T21:50:00Z,Aranmore Island - Leabgarrow,2.417,0.214,0
2022-02-24T21:55:00Z,Aranmore Island - Leabgarrow,2.528,0.325,0
2022-02-24T22:00:00Z,Aranmore Island - Leabgarrow,2.648,0.445,0
2022-02-24T22:05:00Z,Aranmore Island - Leabgarrow,2.554,0.351,0
2022-02-24T22:10:00Z,Aranmore Island - Leabgarrow,2.492,0.289,0
2022-02-24T22:15:00Z,Aranmore Island - Leabgarrow,2.825,0.622,0
2022-02-24T22:20:00Z,Aranmore Island - Leabgarrow,2.656,0.453,0
2022-02-24T22:25:00Z,Aranmore Island - Leabgarrow,2.633,0.43,0
2022-02-24T22:30:00Z,Aranmore Island - Leabgarrow,2.667,0.464,0
2022-02-24T22:35:00Z,Aranmore Island - Leabgarrow,2.695,0.492,0
2022-02-24T22:40:00Z,Aranmore Island - Leabgarrow,2.706,0.503,0
2022-02-24T22:45:00Z,Aranmore Island - Leabgarrow,2.568,0.365,0
2022-02-24T22:50:00Z,Aranmore Island - Leabgarrow,2.831,0.628,0
2022-02-24T22:55:00Z,Aranmore Island - Leabgarrow,2.701,0.498,0
2022-02-24T23:00:00Z,Aranmore Island - Leabgarrow,2.797,0.594,0
2022-02-24T23:05:00Z,Aranmore Island - Leabgarrow,2.94,0.737,0
2022-02-24T23:10:00Z,Aranmore Island - Leabgarrow,3.016,0.813,0
2022-02-24T23:15:00Z,Aranmore Island - Leabgarrow,2.778,0.575,0
2022-02-24T23:20:00Z,Aranmore Island - Leabgarrow,2.734,0.531,0
2022-02-24T23:25:00Z,Aranmore Island - Leabgarrow,2.904,0.701,0
2022-02-24T23:30:00Z,Aranmore Island - Leabgarrow,2.925,0.722,0
2022-02-24T23:35:00Z,Aranmore Island - Leabgarrow,2.762,0.559,0
2022-02-24T23:40:00Z,Aranmore Island - Leabgarrow,2.596,0.393,0
2022-02-24T23:45:00Z,Aranmore Island - Leabgarrow,2.781,0.578,0
2022-02-24T23:55:00Z,Aranmore Island - Leabgarrow,2.885,0.682,0
2022-02-25T00:00:00Z,Aranmore Island - Leabgarrow,2.856,0.653,0
2022-02-25T00:05:00Z,Aranmore Island - Leabgarrow,2.859,0.656,0
2022-02-25T00:10:00Z,Aranmore Island - Leabgarrow,2.859,0.656,0
2022-02-25T00:15:00Z,Aranmore Island - Leabgarrow,2.865,0.662,0
2022-02-25T00:20:00Z,Aranmore Island - Leabgarrow,2.708,0.505,0
2022-02-25T00:25:00Z,Aranmore Island - Leabgarrow,2.82,0.617,0
2022-02-25T00:35:00Z,Aranmore Island - Leabgarrow,2.716,0.513,0
2022-02-25T00:45:00Z,Aranmore Island - Leabgarrow,2.739,0.536,0
2022-02-25T00:50:00Z,Aranmore Island - Leabgarrow,3.012,0.809,0
2022-02-25T00:55:00Z,Aranmore Island - Leabgarrow,2.736,0.533,0
2022-02-25T01:00:00Z,Aranmore Island - Leabgarrow,2.709,0.506,0
2022-02-25T01:05:00Z,Aranmore Island - Leabgarrow,2.823,0.62,0
2022-02-25T01:10:00Z,Aranmore Island - Leabgarrow,2.741,0.538,0
2022-02-25T01:15:00Z,Aranmore Island - Leabgarrow,2.823,0.62,0
2022-02-25T01:20:00Z,Aranmore Island - Leabgarrow,2.579,0.376,0
2022-02-25T01:25:00Z,Aranmore Island - Leabgarrow,2.554,0.351,0
2022-02-25T01:30:00Z,Aranmore Island - Leabgarrow,2.415,0.212,0
2022-02-25T01:35:00Z,Aranmore Island - Leabgarrow,2.58,0.377,0
2022-02-25T01:40:00Z,Aranmore Island - Leabgarrow,2.399,0.196,0
2022-02-25T01:45:00Z,Aranmore Island - Leabgarrow,2.643,0.44,0
2022-02-25T01:50:00Z,Aranmore Island - Leabgarrow,2.496,0.293,0
2022-02-25T01:55:00Z,Aranmore Island - Leabgarrow,2.639,0.436,0
2022-02-25T02:00:00Z,Aranmore Island - Leabgarrow,2.456,0.253,0
2022-02-25T02:05:00Z,Aranmore Island - Leabgarrow,2.44,0.237,0
2022-02-25T02:10:00Z,Aranmore Island - Leabgarrow,2.479,0.276,0
2022-02-25T02:15:00Z,Aranmore Island - Leabgarrow,2.375,0.172,0
2022-02-25T02:20:00Z,Aranmore Island - Leabgarrow,2.178,-0.025,0
2022-02-25T02:25:00Z,Aranmore Island - Leabgarrow,2.156,-0.047,0
2022-02-25T02:30:00Z,Aranmore Island - Leabgarrow,2.069,-0.134,0
2022-02-25T02:35:00Z,Aranmore Island - Leabgarrow,2.166,-0.037,0
2022-02-25T02:40:00Z,Aranmore Island - Leabgarrow,2.073,-0.13,0
2022-02-25T02:45:00Z,Aranmore Island - Leabgarrow,2.097,-0.106,0
2022-02-25T02:50:00Z,Aranmore Island - Leabgarrow,2.096,-0.107,0
2022-02-25T02:55:00Z,Aranmore Island - Leabgarrow,2.113,-0.09,0
2022-02-25T03:00:00Z,Aranmore Island - Leabgarrow,1.748,-0.455,0
